ts,total
2018-01-01T00:00:00,2048.9841473881443
2018-01-02T00:00:00,2055.1811392084496
2018-01-03T00:00:00,2930.643313413178
2018-01-04T00:00:00,30.70869038603814
2018-01-05T00:00:00,2590.7288792653835
2018-01-06T00:00:00,3491.4000626832117
2018-01-07T00:00:00,3723.255436162403
2018-01-08T00:00:00,1109.881188522064
2018-01-09T00:00:00,2796.048444723992
2018-01-10T00:00:00,4500.390648392013
2018-01-11T00:00:00,619.7583358057159
2018-01-12T00:00:00,451.5943510457147
2018-01-13T00:00:00,4179.9397813996775
2018-01-14T00:00:00,6913.438967794383
2018-01-15T00:00:00,2467.585659390588
2018-01-16T00:00:00,2515.8090592955095
2018-01-17T00:00:00,140.0429085723369
2018-01-18T00:00:00,1141.334792470679
2018-01-19T00:00:00,1803.2361256822696
2018-01-20T00:00:00,2929.680539092988
2018-01-21T00:00:00,6148.541545728626
2018-01-22T00:00:00,446.03122496260795
2018-01-23T00:00:00,348.1400520208518
2018-01-24T00:00:00,5022.439434325526
2018-01-25T00:00:00,7485.402145012532
2018-01-26T00:00:00,7710.588761754078
2018-01-27T00:00:00,6692.575720113867
2018-01-28T00:00:00,2182.5722849799618
2018-01-29T00:00:00,2586.259856265947
2018-01-30T00:00:00,565.7877356305327
2018-01-31T00:00:00,7191.0025764847705
2018-02-01T00:00:00,2140.9228377855325
2018-02-02T00:00:00,790.5713272543243
2018-02-03T00:00:00,3932.3760662698087
2018-02-04T00:00:00,1813.423316960971
2018-02-05T00:00:00,5607.997889537754
2018-02-06T00:00:00,2987.7164094267127
2018-02-07T00:00:00,497.37623273499116
2018-02-08T00:00:00,1786.9699575247532
2018-02-09T00:00:00,2169.8045762864413
2018-02-10T00:00:00,891.3338270624636
2018-02-11T00:00:00,645.4698463886338
2018-02-12T00:00:00,3752.555403821918
2018-02-13T00:00:00,7405.830271546232
2018-02-14T00:00:00,5445.009275444294
2018-02-15T00:00:00,1533.5128797324069
2018-02-16T00:00:00,1128.978694757223
2018-02-17T00:00:00,7099.970861690299
2018-02-18T00:00:00,3687.964320000471
2018-02-19T00:00:00,5458.668208895176
2018-02-20T00:00:00,5829.044599471544
2018-02-21T00:00:00,5554.960000314035
2018-02-22T00:00:00,1074.9773379506626
2018-02-23T00:00:00,431.2927648838637
2018-02-24T00:00:00,4963.201737264478
2018-02-25T00:00:00,687.6069735970756
2018-02-26T00:00:00,5364.652655038077
2018-02-27T00:00:00,9317.797200769697
2018-02-28T00:00:00,7171.797433934205
2018-03-01T00:00:00,6891.122783772611
2018-03-02T00:00:00,566.8567734399644
2018-03-03T00:00:00,1775.7708170457045
2018-03-04T00:00:00,2218.552004661516
2018-03-05T00:00:00,3702.3981014336146
2018-03-06T00:00:00,9172.636156216953
2018-03-07T00:00:00,477.48062822497434
2018-03-08T00:00:00,1761.5470519906974
2018-03-09T00:00:00,4160.479775616553
2018-03-10T00:00:00,4605.971080178413
2018-03-11T00:00:00,8899.252407547918
2018-03-12T00:00:00,5757.147346016314
2018-03-13T00:00:00,93.01855680071023
2018-03-14T00:00:00,2445.1014087994877
2018-03-15T00:00:00,5673.99408667946
2018-03-16T00:00:00,6490.808719291065
2018-03-17T00:00:00,8257.987799819039
2018-03-18T00:00:00,10281.427605336174
2018-03-19T00:00:00,10360.667978608633
2018-03-20T00:00:00,8366.400809048435
2018-03-21T00:00:00,2608.078805680445
2018-03-22T00:00:00,4486.024238496888
2018-03-23T00:00:00,7734.92903281321
2018-03-24T00:00:00,7185.554362790556
2018-03-25T00:00:00,5942.071945011828
2018-03-26T00:00:00,10361.842652313506
2018-03-27T00:00:00,8653.43187309884
2018-03-28T00:00:00,7676.532382901847
2018-03-29T00:00:00,3803.3066274750913
2018-03-30T00:00:00,1530.9392068604998
2018-03-31T00:00:00,10248.54114413034
2018-04-01T00:00:00,6443.325582840739
2018-04-02T00:00:00,2785.334956745503
2018-04-03T00:00:00,4115.630065967503
2018-04-04T00:00:00,1340.8975379067372
2018-04-05T00:00:00,7826.644699536685
2018-04-06T00:00:00,2712.5485598511486
2018-04-07T00:00:00,7514.854121365298
2018-04-08T00:00:00,7067.082228130667
2018-04-09T00:00:00,7816.665190087256
2018-04-10T00:00:00,2406.3433532868016
2018-04-11T00:00:00,7579.896014019077
2018-04-12T00:00:00,6502.94699928583
2018-04-13T00:00:00,5006.63307638565
2018-04-14T00:00:00,7885.551731327348
2018-04-15T00:00:00,1372.1118380591868
2018-04-16T00:00:00,1634.0884348998686
2018-04-17T00:00:00,5210.028310923761
2018-04-18T00:00:00,5739.467736947309
2018-04-19T00:00:00,2027.7267571235473
2018-04-20T00:00:00,8812.056046075098
2018-04-21T00:00:00,11183.073315808439
2018-04-22T00:00:00,11220.781435001423
2018-04-23T00:00:00,10418.323686019497
2018-04-24T00:00:00,9082.809931122449
2018-04-25T00:00:00,2209.0343755032472
2018-04-26T00:00:00,6981.41004236798
2018-04-27T00:00:00,4017.526567057495
2018-04-28T00:00:00,9628.740752643485
