ts,total
2018-01-01T00:00:00,85.92414865874977
2018-01-02T00:00:00,86.1840195060102
2018-01-03T00:00:00,122.89652511390724
2018-01-04T00:00:00,1.2877689079288035
2018-01-05T00:00:00,108.64221357704147
2018-01-06T00:00:00,146.41185896707265
2018-01-07T00:00:00,156.1347138771756
2018-01-08T00:00:00,46.54286679459329
2018-01-09T00:00:00,117.25228939802997
2018-01-10T00:00:00,188.7238784096022
2018-01-11T00:00:00,25.989565339561405
2018-01-12T00:00:00,18.93760876684474
2018-01-13T00:00:00,175.2857715465632
2018-01-14T00:00:00,289.9150578442368
2018-01-15T00:00:00,103.47820274546588
2018-01-16T00:00:00,105.50045098371733
2018-01-17T00:00:00,5.872699264224089
2018-01-18T00:00:00,47.861873652200906
2018-01-19T00:00:00,75.6187055558514
2018-01-20T00:00:00,122.85615117352403
2018-01-21T00:00:00,257.83908503300233
2018-01-22T00:00:00,18.70431907879052
2018-01-23T00:00:00,14.599252816101915
2018-01-24T00:00:00,210.61599384975827
2018-01-25T00:00:00,313.9003332448636
2018-01-26T00:00:00,323.3435338462571
2018-01-27T00:00:00,280.65315772112183
2018-01-28T00:00:00,91.52616710682634
2018-01-29T00:00:00,108.4548051009669
2018-01-30T00:00:00,23.726308262357712
2018-01-31T00:00:00,301.5546875630772
2018-02-01T00:00:00,89.77959757047796
2018-02-02T00:00:00,33.152608005745435
2018-02-03T00:00:00,164.90418734131381
2018-02-04T00:00:00,76.0459054143579
2018-02-05T00:00:00,235.17138722270286
2018-02-06T00:00:00,125.28988535172714
2018-02-07T00:00:00,20.85747194058432
2018-02-08T00:00:00,74.9365838065659
2018-02-09T00:00:00,90.99075325249659
2018-02-10T00:00:00,37.37808335838695
2018-02-11T00:00:00,27.067777516255788
2018-02-12T00:00:00,157.36340799864155
2018-02-13T00:00:00,310.56348679171316
2018-02-14T00:00:00,228.33645981494234
2018-02-15T00:00:00,64.30786144255808
2018-02-16T00:00:00,47.34372070400636
2018-02-17T00:00:00,297.7372726725659
2018-02-18T00:00:00,154.65478094782796
2018-02-19T00:00:00,228.90924717879264
2018-02-20T00:00:00,244.44098083526902
2018-02-21T00:00:00,232.94724337853782
2018-02-22T00:00:00,45.079173847489315
2018-02-23T00:00:00,18.086261766623732
2018-02-24T00:00:00,208.13186106866104
2018-02-25T00:00:00,28.834797913620015
2018-02-26T00:00:00,224.96670499946472
2018-02-27T00:00:00,390.7418185111774
2018-02-28T00:00:00,300.74931992485966
2018-03-01T00:00:00,288.9792286842958
2018-03-02T00:00:00,23.771138362081288
2018-03-03T00:00:00,74.46694785911427
2018-03-04T00:00:00,93.03497662424445
2018-03-05T00:00:00,155.26006156122372
2018-03-06T00:00:00,384.6544902185166
2018-03-07T00:00:00,20.023149780623488
2018-03-08T00:00:00,73.87047428237554
2018-03-09T00:00:00,174.46971621888255
2018-03-10T00:00:00,193.1513937360793
2018-03-11T00:00:00,373.19014292648524
2018-03-12T00:00:00,241.42596956643234
2018-03-13T00:00:00,3.90073310852831
2018-03-14T00:00:00,102.5353257140682
2018-03-15T00:00:00,237.93893769953038
2018-03-16T00:00:00,272.1920586954277
2018-03-17T00:00:00,346.2987120902206
2018-03-18T00:00:00,431.1516587920824
